item,unit,grams_per_unit,portion_label,display_contains,display_excludes,evidence,reason
vegetable bouillon cubes,piece,4,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_vegetable_bouillon_cubes_piece_20260415),One vegetable bouillon cube ~4g.
vegetable bouillon cubes,count,4,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_vegetable_bouillon_cubes_count_20260415),One vegetable bouillon cube ~4g.
vegetable bouillon cubes,cube,4,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_vegetable_bouillon_cubes_cube_20260415),One vegetable bouillon cube ~4g.
(10 oz) diced tomatoes and green chilies,can,283,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_10oz_rotel_can_20260415),10oz can Rotel ~283g.
(14 oz) chopped tomatoes,can,397,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_14oz_chopped_tomatoes_can_20260415),14oz can chopped tomatoes ~397g.
(6 ounces) tomato paste,can,170,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_6oz_tomato_paste_can_20260415),6oz can tomato paste ~170g.
bulb garlic,piece,50,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_bulb_garlic_piece_20260415),One bulb garlic ~50g.
bulb garlic,count,50,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_bulb_garlic_count_20260415),One bulb garlic ~50g.
cinnamon,stick,2,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_cinnamon_stick_dup_20260415),One cinnamon stick ~2g.
collard greens,bunch,500,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_collard_greens_bunch_20260415),One bunch collard greens ~500g.
crescent dinner rolls,can,227,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_crescent_dinner_rolls_can_20260415),Standard 8oz tube crescent dinner rolls ~227g.
gallons water,piece,3785,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_gallons_water_piece_20260415),One gallon water ~3785g.
gallons water,count,3785,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_gallons_water_count_20260415),One gallon water ~3785g.
graham crackers,piece,14,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_graham_crackers_piece_20260415),One graham cracker ~14g.
graham crackers,count,14,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_graham_crackers_count_20260415),One graham cracker ~14g.
broccoli,bunch,500,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_broccoli_bunch_20260415),One bunch broccoli ~500g.
dashes worcestershire sauce,piece,0.5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_dashes_worcestershire_piece_20260415),One dash worcestershire ~0.5g.
dashes worcestershire sauce,count,0.5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_dashes_worcestershire_count_20260415),One dash worcestershire ~0.5g.
dill pickles,piece,35,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_dill_pickles_piece_20260415),One dill pickle ~35g.
dill pickles,count,35,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_dill_pickles_count_20260415),One dill pickle ~35g.
green peppers,medium,120,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_green_peppers_medium_20260415),Medium green pepper ~120g.
green peppers,large,160,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_green_peppers_large_20260415),Large green pepper ~160g.
jalapeno peppers,piece,15,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_jalapeno_peppers_piece_20260415),One jalapeño pepper ~15g.
jalapeno peppers,count,15,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_jalapeno_peppers_count_20260415),One jalapeño pepper ~15g.
raisin bread,slice,28,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_raisin_bread_slice_20260415),One slice raisin bread ~28g.
red chili,piece,5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_red_chili_piece_dup_20260415),One red chili ~5g.
red chili,count,5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_red_chili_count_20260415),One red chili ~5g.
sheet puff pastry,piece,250,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_sheet_puff_pastry_piece_20260415),One sheet puff pastry ~250g.
sheet puff pastry,count,250,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_sheet_puff_pastry_count_20260415),One sheet puff pastry ~250g.
vanilla wafers,piece,4,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_vanilla_wafers_piece_20260415),One vanilla wafer ~4g.
vanilla wafers,count,4,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_vanilla_wafers_count_20260415),One vanilla wafer ~4g.
(10.75 oz) condensed tomato soup,can,305,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_1075oz_condensed_tomato_soup_can_20260415),10.75oz can condensed tomato soup ~305g.
(21 oz) cherry pie filling,can,595,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_21oz_cherry_pie_filling_can_20260415),21oz can cherry pie filling ~595g.
caramels,piece,5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_caramels_piece_20260415),One caramel candy ~5g.
caramels,count,5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_caramels_count_20260415),One caramel candy ~5g.
celery with leaves,stalk,40,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_celery_with_leaves_stalk_20260415),One celery stalk with leaves ~40g.
dried ancho chiles,piece,17,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_dried_ancho_chiles_piece_20260415),One dried ancho chile ~17g.
dried ancho chiles,count,17,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_dried_ancho_chiles_count_20260415),One dried ancho chile ~17g.
green cardamoms,piece,0.4,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_green_cardamoms_piece_20260415),One green cardamom ~0.4g.
green cardamoms,count,0.4,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_green_cardamoms_count_20260415),One green cardamom ~0.4g.
habanero pepper,piece,8,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_habanero_pepper_piece_20260415),One habanero ~8g.
habanero pepper,count,8,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_habanero_pepper_count_20260415),One habanero ~8g.
parsley sprigs,piece,1,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_parsley_sprigs_piece_20260415),One parsley sprig ~1g.
parsley sprigs,count,1,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_parsley_sprigs_count_20260415),One parsley sprig ~1g.
scoop vanilla ice cream,piece,65,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_scoop_vanilla_ice_cream_piece_20260415),One scoop vanilla ice cream ~65g.
scoop vanilla ice cream,count,65,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_scoop_vanilla_ice_cream_count_20260415),One scoop vanilla ice cream ~65g.
sweet onions,large,200,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_sweet_onions_large_20260415),Large sweet onion ~200g.
sweet onions,medium,150,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_sweet_onions_medium_20260415),Medium sweet onion ~150g.
sweet onions,piece,150,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_sweet_onions_piece_20260415),Sweet onion ~150g.
clove,piece,0.05,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_clove_piece_dup_20260415),One whole clove (spice) ~0.05g.
dried figs,piece,9,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_dried_figs_piece_20260415),One dried fig ~9g.
dried figs,count,9,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_dried_figs_count_20260415),One dried fig ~9g.
fresh curry leaves,piece,0.3,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_fresh_curry_leaves_piece_20260415),One fresh curry leaf ~0.3g.
fresh curry leaves,count,0.3,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_fresh_curry_leaves_count_20260415),One fresh curry leaf ~0.3g.
fresh strawberries,piece,12,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_fresh_strawberries_piece_20260415),One fresh strawberry ~12g.
fresh strawberries,count,12,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_fresh_strawberries_count_20260415),One fresh strawberry ~12g.
green apple,piece,180,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_green_apple_piece_20260415),One green apple ~180g.
green apple,count,180,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_green_apple_count_20260415),One green apple ~180g.
green apple,medium,180,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_green_apple_medium_20260415),One green apple ~180g.
ripe tomato,large,180,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_ripe_tomato_large_20260415),Large ripe tomato ~180g.
ripe tomato,medium,120,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_ripe_tomato_medium_20260415),Medium ripe tomato ~120g.
ricotta cheese,container,425,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_ricotta_container_20260415),Standard 15oz container ricotta ~425g.
ricotta cheese,tub,425,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_ricotta_tub_20260415),Standard 15oz tub ricotta ~425g.
sheets puff pastry,piece,250,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_sheets_puff_pastry_piece_20260415),One sheet puff pastry ~250g.
sheets puff pastry,count,250,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_sheets_puff_pastry_count_20260415),One sheet puff pastry ~250g.
(12 oz) beer,can,355,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_12oz_beer_can_20260415),12oz can beer ~355g.
(12 oz) beer,bottle,355,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_12oz_beer_bottle_20260415),12oz bottle beer ~355g.
(15 oz each) cannellini beans,can,425,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_15oz_each_cannellini_beans_can_20260415),15oz can cannellini beans ~425g.
(15 oz) great northern beans,can,425,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_15oz_great_northern_beans_can_20260415),15oz can great northern beans ~425g.
(4.5 oz) chopped green chilies,can,128,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_45oz_chopped_green_chilies_can_20260415),4.5oz can chopped green chilies ~128g.
black cardamom pods,piece,0.4,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_black_cardamom_pods_piece_20260415),One black cardamom pod ~0.4g.
black cardamom pods,count,0.4,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_black_cardamom_pods_count_20260415),One black cardamom pod ~0.4g.
cabbage,small,500,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_cabbage_small_20260415),Small cabbage ~500g.
cabbage,medium,900,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_cabbage_medium_20260415),Medium cabbage ~900g.
cabbage,large,1500,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_cabbage_large_20260415),Large cabbage ~1500g.
fluid ounces milk,piece,30,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_fluid_ounces_milk_piece_20260415),One fluid oz milk ~30g.
fluid ounces milk,count,30,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_fluid_ounces_milk_count_20260415),One fluid oz milk ~30g.
jumbo shrimp,piece,15,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_jumbo_shrimp_piece_20260415),One jumbo shrimp ~15g.
jumbo shrimp,count,15,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_jumbo_shrimp_count_20260415),One jumbo shrimp ~15g.
canadian bacon,slice,15,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_canadian_bacon_slice_20260415),One slice Canadian bacon ~15g.
gallon vanilla ice cream,piece,2840,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_gallon_vanilla_ice_cream_piece_20260415),One gallon vanilla ice cream ~2840g.
gallon vanilla ice cream,count,2840,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_gallon_vanilla_ice_cream_count_20260415),One gallon vanilla ice cream ~2840g.
navel oranges,piece,140,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_navel_oranges_piece_20260415),One navel orange ~140g.
navel oranges,count,140,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_navel_oranges_count_20260415),One navel orange ~140g.
pomegranate,piece,250,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_pomegranate_piece_20260415),One pomegranate ~250g.
pomegranate,count,250,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_pomegranate_count_20260415),One pomegranate ~250g.
sheet frozen puff pastry,piece,250,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_sheet_frozen_puff_pastry_piece_20260415),One sheet frozen puff pastry ~250g.
sheet frozen puff pastry,count,250,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_sheet_frozen_puff_pastry_count_20260415),One sheet frozen puff pastry ~250g.
sheets nori,piece,3,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_sheets_nori_piece_20260415),One nori sheet ~3g.
sheets nori,count,3,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_sheets_nori_count_20260415),One nori sheet ~3g.
vegetable bouillon cube,piece,4,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (claude_dgx_vegetable_bouillon_cube_piece_20260415),One vegetable bouillon cube ~4g.
