gtin_upc,fdc_id,product_description,retail_type,supercategory,category_group,category,primary_food,form,cut,prep_state,storage,flavor,flavor_blend,inclusions,claims,dish_type,pack_format,components,retail_leaf,confidence,needs_review,debug_matches
28500116922,2077176,"UNSWEETENED APPLE SAUCE, UNSWEETENED",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""unsweetened""]}"
28500310009,2013691,"APPLE SAUCE, APPLE",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
28500413953,1904291,"LUCKY LEAF, APPLE SAUCE, STRAWBERRY, STRAWBERRY",single,Produce,Fruit,Apple,apple,sauce,leaf,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce"",""strawberry""],""CUT"":[""leaf""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple"",""strawberry""],""FORM"":[""sauce""]}"
28700110706,2104765,ORGANIC APPLE SAUCE,single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""diet"":[""organic""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""DIET"":[""organic""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
28700111116,2104774,APPLE SAUCE,single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
28700111185,2011459,APPLE SAUCE,single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
28700111222,2011421,ORIGINAL APPLE SAUCE,single,Produce,Fruit,Apple,apple,sauce,,,,original,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Original,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""original"",""apple sauce"",""apple""],""FORM"":[""sauce""]}"
28700111291,1861486,"APPLE SAUCE, CINNAMON",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple"",""cinnamon""],""FORM"":[""sauce""]}"
28700111307,1779167,"UNSWEETENED APPLE SAUCE, UNSWEETENED APPLE",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""unsweetened""]}"
28700111314,1802287,"APPLE SAUCE, ORIGINAL",single,Produce,Fruit,Apple,apple,sauce,,,,original,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Original,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple"",""original""],""FORM"":[""sauce""]}"
28700111338,1796258,"APPLE SAUCE, CINNAMON",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple"",""cinnamon""],""FORM"":[""sauce""]}"
28700111451,2104750,ORIGINAL APPLE SAUCE,single,Produce,Fruit,Apple,apple,sauce,,,,original,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Original,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""original"",""apple sauce"",""apple""],""FORM"":[""sauce""]}"
28700111482,2301219,"UNSWEETENED APPLE SAUCE, UNSWEETENED",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""unsweetened""]}"
28700111611,1923954,"APPLE SAUCE, ORIGINAL",single,Produce,Fruit,Apple,apple,sauce,,,,original,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Original,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple"",""original""],""FORM"":[""sauce""]}"
28700111628,1923957,"APPLE SAUCE, CINNAMON",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple"",""cinnamon""],""FORM"":[""sauce""]}"
28700111666,2011609,APPLE SAUCE,single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
28700111703,2541406,"UNSWEETENED APPLE SAUCE, UNSWEETENED",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""unsweetened""]}"
28700111710,1861475,"APPLE SAUCE, ORIGINAL",single,Produce,Fruit,Apple,apple,sauce,,,,original,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Original,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple"",""original""],""FORM"":[""sauce""]}"
28700116647,2083177,ORGANIC APPLE SAUCE,single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""diet"":[""organic""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""DIET"":[""organic""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
28700138625,2104747,APPLE SAUCE CINNAMON,single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple"",""cinnamon""],""FORM"":[""sauce""]}"
28700138632,2104756,ORGANIC APPLE SAUCE CINNAMON,single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""diet"":[""organic""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""DIET"":[""organic""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple"",""cinnamon""],""FORM"":[""sauce""]}"
28700146248,2104762,APPLE SAUCE,single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
28700146712,1923968,"APPLE SAUCE, TROPICAL",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple"",""tropical""],""FORM"":[""sauce""]}"
28700150528,1923967,"FRUIT & GRAINS BLENDED, APPLE COBBLER",composite_dish,Meal,Composite Dishes,Cobbler,apple,cobbler,,,,fruit,[],[],{},cobbler,,"[""grains blended"",""apple cobbler""]",Meal > Composite Dishes > Cobbler > Fruit Grains Blended Apple Cobbler,1.0,[],"{""CATEGORY"":[""grains"",""apple"",""cobbler""],""DISH_TYPE"":[""cobbler""],""FLAVOR_UNIVERSAL"":[""fruit"",""apple""],""FORM"":[""blended"",""cobbler""],""STOPWORD"":[""and""]}"
28700156247,2104801,ORGANIC APPLE SAUCE,single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""diet"":[""organic""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""DIET"":[""organic""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
28700157589,2429989,"APPLE SAUCE, APPLE",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
28700344934,2011425,APPLE SAUCE GOOD TO GO FRUIT!,single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple"",""fruit""],""FORM"":[""sauce""],""STOPWORD"":[""good"",""to"",""go""]}"
28700344958,1923981,"APPLE SAUCE, CINNAMON",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple"",""cinnamon""],""FORM"":[""sauce""]}"
28700346709,2039060,APPLE SAUCE,single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
28700346716,1871734,"APPLE SAUCE, TROPICAL",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple"",""tropical""],""FORM"":[""sauce""]}"
28700347430,2104779,ORGANIC APPLE SAUCE,single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""diet"":[""organic""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""DIET"":[""organic""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
28700347799,2285884,"APPLE SAUCE, APPLE",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
28700348413,1923947,"APPLE SAUCE, CINNAMON",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple"",""cinnamon""],""FORM"":[""sauce""]}"
28700350522,2104739,"APPLE COBBLER FRUIT & GRAINS BLENDED SNACK, APPLE COBBLER",composite_dish,Meal,Composite Dishes,Cobbler,grains,blended,,,,apple,[],[],"{""audience"":[""snack""]}",cobbler,,"[""apple cobbler"",""grains blended""]",Meal > Composite Dishes > Cobbler > Apple Cobbler Fruit Grains Blended Snack,1.0,[],"{""AUDIENCE"":[""snack""],""CATEGORY"":[""apple"",""cobbler"",""grains"",""snack""],""DISH_TYPE"":[""cobbler""],""FLAVOR_UNIVERSAL"":[""apple"",""fruit""],""FORM"":[""cobbler"",""blended""],""STOPWORD"":[""and""]}"
28700356241,2104746,ORGANIC APPLE SAUCE,single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""diet"":[""organic""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""DIET"":[""organic""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""]}"
28700358474,2145482,"TROPICAL APPLE SAUCE, TROPICAL",single,Produce,Fruit,Apple,apple,sauce,,,,tropical,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Tropical,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""tropical"",""apple sauce"",""apple""],""FORM"":[""sauce""]}"
30034053277,2378060,"UNSWEETENED ORGANIC APPLESAUCE, UNSWEETENED",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""diet"":[""organic""],""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""DIET"":[""organic""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""unsweetened""]}"
3003405328,2064842,"ORGANIC APPLESAUCE, UNSWEETENED",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""diet"":[""organic""],""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""DIET"":[""organic""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""unsweetened""]}"
30034085780,2064870,ORIGINAL APPLE SAUCE,single,Produce,Fruit,Apple,apple,sauce,,,,original,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Original,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""original"",""apple sauce"",""apple""],""FORM"":[""sauce""]}"
30034085797,1913393,"APPLE SAUCE, CINNAMON",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple"",""cinnamon""],""FORM"":[""sauce""]}"
30034085803,2064873,UNSWEETENED APPLE SAUCE,single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""unsweetened""]}"
30034094768,2378051,"UNSWEETENED ORGANIC APPLESAUCE, UNSWEETENED",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""diet"":[""organic""],""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""DIET"":[""organic""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""unsweetened""]}"
3003410535,2080220,"APPLESAUCE, ORIGINAL",single,Produce,Fruit,Apple,apple,sauce,,,,original,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Original,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple"",""original""],""FORM"":[""sauce""]}"
3003410536,2080238,"APPLESAUCE, UNSWEETENED",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""unsweetened""]}"
3003410538,2080262,"APPLESAUCE, ORIGINAL",single,Produce,Fruit,Apple,apple,sauce,,,,original,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Original,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple"",""original""],""FORM"":[""sauce""]}"
3003410539,2080205,UNSWEETENED APPLESAUCE,single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""unsweetened""]}"
3003410540,2080219,CHUNKY APPLESAUCE,single,Produce,Fruit,Apple,apple,sauce,chunky,chunky,,chunky,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Chunky,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""CUT"":[""chunky""],""FLAVOR_UNIVERSAL"":[""chunky"",""apple sauce"",""apple""],""FORM"":[""sauce""],""PREPARATION_STATE"":[""chunky""]}"
3003410542,2080249,"APPLESAUCE, ORIGINAL",single,Produce,Fruit,Apple,apple,sauce,,,,original,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Original,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple"",""original""],""FORM"":[""sauce""]}"
3003410543,2080235,"APPLESAUCE, UNSWEETENED",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""unsweetened""]}"
3003410545,2080215,"APPLESAUCE, ORIGINAL",single,Produce,Fruit,Apple,apple,sauce,,,,original,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Original,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple"",""original""],""FORM"":[""sauce""]}"
3003410546,2080253,"APPLESAUCE, UNSWEETENED",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""unsweetened""]}"
30034931780,2406041,"UNSWEETENED APPLESAUCE, UNSWEETENED",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""unsweetened""]}"
30034931810,2406035,"UNSWEETENED APPLESAUCE, UNSWEETENED",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""unsweetened""]}"
30034931834,2406034,"UNSWEETENED APPLESAUCE, UNSWEETENED",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""unsweetened""]}"
30034931872,1982540,"CINNAMON APPLESAUCE, CINNAMON",single,Produce,Fruit,Apple,apple,sauce,,,,cinnamon,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Cinnamon,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""cinnamon"",""apple sauce"",""apple""],""FORM"":[""sauce""]}"
30034931889,2447780,"UNSWEETENED APPLESAUCE, UNSWEETENED",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""unsweetened""]}"
30034931896,1982538,"ORIGINAL APPLESAUCE, ORIGINAL",single,Produce,Fruit,Apple,apple,sauce,,,,original,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Original,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""original"",""apple sauce"",""apple""],""FORM"":[""sauce""]}"
30034931919,1982537,"APPLESAUCE WITH STRAWBERRY PUREE, STRAWBERRY",combo_pack,Snack,Combo Packs,Dipper,apple,sauce,,,,apple sauce,[],[],{},,dipper,"[""apple sauce"",""strawberry puree""]",Snack > Combo Packs > Dipper > Apple Sauce + Strawberry Puree,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce"",""strawberry""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple"",""strawberry""],""FORM"":[""sauce"",""puree""],""STOPWORD"":[""with""]}"
30034954123,2641888,"STRAWBERRY APPLESAUCE POUCHES, STRAWBERRY",single,Produce,Fruit,Apple,apple,sauce,,,,strawberry,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Strawberry,1.0,[],"{""CATEGORY"":[""strawberry"",""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""strawberry"",""apple sauce"",""apple""],""FORM"":[""sauce""]}"
30034954130,2641889,"UNSWEETENED APPLESAUCE POUCHES, UNSWEETENED",single,Produce,Fruit,Apple,apple,sauce,,,,apple sauce,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Produce > Fruit > Apple > Sauce > Apple Sauce,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""apple sauce"",""apple""],""FORM"":[""sauce""],""SWEETENER"":[""unsweetened""]}"
30034954147,2641890,"ORIGINAL APPLESAUCE POUCHES, ORIGINAL",single,Produce,Fruit,Apple,apple,sauce,,,,original,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Original,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""original"",""apple sauce"",""apple""],""FORM"":[""sauce""]}"
30223018001,2434636,APPLES & GOUDA CHEESE,combo_pack,Snack,Combo Packs,Combo,gouda,cheese,,,,,[],[],{},,combo,"[""apples"",""gouda cheese""]",Snack > Combo Packs > Combo > Apples + Gouda Cheese,1.0,[],"{""CATEGORY"":[""apples"",""gouda"",""cheese""],""FORM"":[""cheese""],""STOPWORD"":[""and""]}"
30223081944,2054683,"REAL FOODS, APPLE FRUIT CUP W / CARAMEL DIP",combo_pack,Snack,Combo Packs,Cup,apple,dip,,,,fruit,[],[],{},,cup,"[""apple caramel""]",Snack > Combo Packs > Cup > Apple Caramel,0.8,"[""combo_components_lt_2""]","{""CATEGORY"":[""apple""],""COMBO_FORMAT"":[""cup""],""FLAVOR_UNIVERSAL"":[""apple"",""fruit"",""caramel""],""FORM"":[""caramel"",""dip""],""STOPWORD"":[""real"",""foods""]}"
30243744010,2054702,"WAYMOUTH FARMS, APPLE, DICED",single,Produce,Fruit,Apple,apple,,diced,diced,,,[],[],{},,,[],Produce > Fruit > Apple > Diced,0.8,[],"{""CATEGORY"":[""apple""],""CUT"":[""diced""],""FLAVOR_UNIVERSAL"":[""apple""],""PREPARATION_STATE"":[""diced""],""STOPWORD"":[""farms""]}"
32251029011,2008543,ORIGINAL APPLE SAUCE,single,Produce,Fruit,Apple,apple,sauce,,,,original,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Original,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""original"",""apple sauce"",""apple""],""FORM"":[""sauce""]}"
32251519024,1968369,"ORIGINAL APPLESAUCE, ORIGINAL",single,Produce,Fruit,Apple,apple,sauce,,,,original,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Original,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""original"",""apple sauce"",""apple""],""FORM"":[""sauce""]}"
32251519031,2270669,"CINNAMON APPLESAUCE, CINNAMON",single,Produce,Fruit,Apple,apple,sauce,,,,cinnamon,[],[],{},,,[],Produce > Fruit > Apple > Sauce > Cinnamon,1.0,[],"{""CATEGORY"":[""apple sauce"",""apple"",""sauce""],""FLAVOR_UNIVERSAL"":[""cinnamon"",""apple sauce"",""apple""],""FORM"":[""sauce""]}"
